,Station,Year,Month,Day,Julian,Min.Temp,Max.Temp,radiation,total_pp,Precip.,wind.speed,vap,co2,Date,GDD,GDDcum,precip_cum,rad_cum,GDDcum_gs,precip_gs,rad_gs
9913,SUMMERSIDE_A,1987,2,27,58,-7.5,-2.3,7.2,-999.9,0,12,3.3,330,1987-02-27,0,0,181.8,345.2,0,0,0
9914,SUMMERSIDE_A,1987,2,28,59,-6.6,4.6,10.7,-999.9,0,25.3,3.7,330,1987-02-28,0,0,181.8,355.9,0,0,0
9915,SUMMERSIDE_A,1987,3,1,60,-10.3,-5,7.4,-999.9,0,15.3,2.4,330,1987-03-01,0,0,181.8,363.3,0,0,0
9916,SUMMERSIDE_A,1987,3,2,61,-9.2,-6.3,5.6,-999.9,16.6,38.5,2.9,330,1987-03-02,0,0,198.4,368.9,0,0,0
9917,SUMMERSIDE_A,1987,3,3,62,-12.5,-8.7,6.5,-999.9,0.8,28.3,2.3,330,1987-03-03,0,0,199.2,375.4,0,0,0
9918,SUMMERSIDE_A,1987,3,4,63,-15.6,-5.5,10.7,-999.9,0,12.9,2.1,330,1987-03-04,0,0,199.2,386.1,0,0,0
9919,SUMMERSIDE_A,1987,3,5,64,-15.6,-2.5,12.3,-999.9,0,12.1,2.3,330,1987-03-05,0,0,199.2,398.4,0,0,0
9920,SUMMERSIDE_A,1987,3,6,65,-11.3,3.3,13.2,-999.9,0,30.9,3.2,330,1987-03-06,0,0,199.2,411.6,0,0,0
9921,SUMMERSIDE_A,1987,3,7,66,-8,-3,7.8,-999.9,0,18.6,2.5,330,1987-03-07,0,0,199.2,419.4,0,0,0
9922,SUMMERSIDE_A,1987,3,8,67,-9,-3.8,8.1,-999.9,0.6,12.5,3.2,330,1987-03-08,0,0,199.8,427.5,0,0,0
9923,SUMMERSIDE_A,1987,3,9,68,-16,-1.7,13.5,-999.9,4.6,20.2,2.7,330,1987-03-09,0,0,204.4,441,0,0,0
9924,SUMMERSIDE_A,1987,3,10,69,-20.6,-9.5,12.1,-999.9,0,20.5,1.3,330,1987-03-10,0,0,204.4,453.1,0,0,0
9925,SUMMERSIDE_A,1987,3,11,70,-15.7,-6.8,11,-999.9,0,14.5,1.7,330,1987-03-11,0,0,204.4,464.1,0,0,0
9926,SUMMERSIDE_A,1987,3,12,71,-21.1,-5,14.9,-999.9,0,7.1,1.8,330,1987-03-12,0,0,204.4,479,0,0,0
9927,SUMMERSIDE_A,1987,3,13,72,-18,-7.7,12.1,-999.9,0,10.3,1.9,330,1987-03-13,0,0,204.4,491.1,0,0,0
9928,SUMMERSIDE_A,1987,3,14,73,-12.4,-3.3,11.5,-999.9,0,13.5,2.8,330,1987-03-14,0,0,204.4,502.6,0,0,0
9929,SUMMERSIDE_A,1987,3,15,74,-7,-2,8.6,-999.9,1.6,30.8,3.8,330,1987-03-15,0,0,206,511.2,0,0,0
9930,SUMMERSIDE_A,1987,3,16,75,-4,-2,5.5,-999.9,17,45.5,4.7,330,1987-03-16,0,0,223,516.7,0,0,0
9931,SUMMERSIDE_A,1987,3,17,76,-2.5,-0.5,5.6,-999.9,4.4,36,5.3,330,1987-03-17,0,0,227.4,522.3,0,0,0
9932,SUMMERSIDE_A,1987,3,18,77,-1.2,0.4,5.1,-999.9,19,33,5.8,330,1987-03-18,0,0,246.4,527.4,0,0,0
9933,SUMMERSIDE_A,1987,3,19,78,-3.6,3.2,10.5,-999.9,0,15.5,5.7,330,1987-03-19,0,0,246.4,537.9,0,0,0
9934,SUMMERSIDE_A,1987,3,20,79,-3.8,-0.2,7.8,-999.9,0.2,19.8,5,330,1987-03-20,0,0,246.6,545.7,0,0,0
9935,SUMMERSIDE_A,1987,3,21,80,-0.2,2.5,6.8,-999.9,0.4,26.9,6.2,330,1987-03-21,0,0,247,552.5,0,0,0
9936,SUMMERSIDE_A,1987,3,22,81,-2.3,3,9.6,-999.9,0,23.7,5.5,330,1987-03-22,0,0,247,562.1,0,0,0
9937,SUMMERSIDE_A,1987,3,23,82,-6.8,2.4,12.8,-999.9,0,15,4.4,330,1987-03-23,0,0,247,574.9,0,0,0
9938,SUMMERSIDE_A,1987,3,24,83,-8,1.6,13.2,-999.9,0,10,4.1,330,1987-03-24,0,0,247,588.1,0,0,0
9939,SUMMERSIDE_A,1987,3,25,84,-4.9,7.6,15.3,-999.9,0,12.4,5,330,1987-03-25,0,0,247,603.4,0,0,0
9940,SUMMERSIDE_A,1987,3,26,85,0.2,8.1,12.3,-999.9,0,24,6.2,330,1987-03-26,0,0,247,615.7,0,0,0
9941,SUMMERSIDE_A,1987,3,27,86,2,5,7.6,-999.9,8.2,16.7,7.5,330,1987-03-27,0,0,255.2,623.3,0,0,0
9942,SUMMERSIDE_A,1987,3,28,87,-1.3,7.3,13.1,-999.9,0,7.9,6.8,330,1987-03-28,0,0,255.2,636.4,0,0,0
9943,SUMMERSIDE_A,1987,3,29,88,-1.1,6.4,12.3,-999.9,0,7.2,6.3,330,1987-03-29,0,0,255.2,648.7,0,0,0
9944,SUMMERSIDE_A,1987,3,30,89,-1,9.3,14.6,-999.9,0,20.6,6.4,330,1987-03-30,0,0,255.2,663.3,0,0,0
9945,SUMMERSIDE_A,1987,3,31,90,1,7.7,11.9,-999.9,0,33.6,6.8,330,1987-03-31,0,0,255.2,675.2,0,0,0
9946,SUMMERSIDE_A,1987,4,1,91,4.2,9.9,11.1,-999.9,0.4,29.2,8.7,330,1987-04-01,2.05,2.05,255.6,686.3,0,0,0
9947,SUMMERSIDE_A,1987,4,2,92,1,6.7,11.2,-999.9,12.4,14.8,7.9,330,1987-04-02,0,2.05,268,697.5,0,0,0
9948,SUMMERSIDE_A,1987,4,3,93,-1,12.3,17.2,-999.9,0,15.6,7.4,330,1987-04-03,0.65,2.7,268,714.7,0,0,0
9949,SUMMERSIDE_A,1987,4,4,94,0.1,6.1,11.7,-999.9,0,17,6.4,330,1987-04-04,0,2.7,268,726.4,0,0,0
9950,SUMMERSIDE_A,1987,4,5,95,0.4,3.6,8.6,-999.9,0.4,18.2,6.7,330,1987-04-05,0,2.7,268.4,735,0,0,0
9951,SUMMERSIDE_A,1987,4,6,96,0.9,7,12,-999.9,13.8,18.3,7.3,330,1987-04-06,0,2.7,282.2,747,0,0,0
9952,SUMMERSIDE_A,1987,4,7,97,0.3,3.4,8.6,-999.9,2.8,18.5,6.8,330,1987-04-07,0,2.7,285,755.6,0,0,0
9953,SUMMERSIDE_A,1987,4,8,98,-0.7,1.4,7.2,-999.9,0.4,17.4,6.1,330,1987-04-08,0,2.7,285.4,762.8,0,0,0
9954,SUMMERSIDE_A,1987,4,9,99,-1,1.9,8.5,-999.9,1.6,25.6,5.8,330,1987-04-09,0,2.7,287,771.3,0,0,0
9955,SUMMERSIDE_A,1987,4,10,100,-0.5,9.3,15.8,-999.9,0,13.8,6.7,330,1987-04-10,0,2.7,287,787.1,0,0,0
9956,SUMMERSIDE_A,1987,4,11,101,0.1,11.3,17,-999.9,0,22.3,6.3,330,1987-04-11,0.7,3.4,287,804.1,0,0,0
9957,SUMMERSIDE_A,1987,4,12,102,-2.3,3.6,12.4,-999.9,0,24.2,5.4,330,1987-04-12,0,3.4,287,816.5,0,0,0
9958,SUMMERSIDE_A,1987,4,13,103,-3.9,1.6,12.1,-999.9,0,28,4.8,330,1987-04-13,0,3.4,287,828.6,0,0,0
9959,SUMMERSIDE_A,1987,4,14,104,-3.9,2.9,13.6,-999.9,0,23.7,5,330,1987-04-14,0,3.4,287,842.2,0,0,0
9960,SUMMERSIDE_A,1987,4,15,105,-2.6,4.4,13.9,-999.9,0,18.7,5.6,330,1987-04-15,0,3.4,287,856.1,0,0,0
9961,SUMMERSIDE_A,1987,4,16,106,-2.7,9.1,18.1,-999.9,0,12.6,5.8,330,1987-04-16,0,3.4,287,874.2,0,0,0
9962,SUMMERSIDE_A,1987,4,17,107,-0.1,12.2,18.7,-999.9,0,14.5,7.9,330,1987-04-17,1.05,4.45,287,892.9,0,0,0
9963,SUMMERSIDE_A,1987,4,18,108,7,18,17.8,-999.9,0,21.5,12.5,330,1987-04-18,7.5,11.95,287,910.7,0,0,0
9964,SUMMERSIDE_A,1987,4,19,109,7,19.5,19.1,-999.9,0,14.3,10.6,330,1987-04-19,8.25,20.2,287,929.8,0,0,0
9965,SUMMERSIDE_A,1987,4,20,110,5.4,18.2,19.5,-999.9,0,10.2,6,330,1987-04-20,6.8,27,287,949.3,0,0,0
9966,SUMMERSIDE_A,1987,4,21,111,5.5,17.2,18.7,-999.9,0,27.6,10.4,330,1987-04-21,6.35,33.35,287,968,0,0,0
9967,SUMMERSIDE_A,1987,4,22,112,-0.3,7.7,15.6,-999.9,3,19,5.5,330,1987-04-22,0,33.35,290,983.6,0,0,0
9968,SUMMERSIDE_A,1987,4,23,113,0.2,14.3,20.9,-999.9,0,22.3,5.9,330,1987-04-23,2.25,35.6,290,1004.5,0,0,0
9969,SUMMERSIDE_A,1987,4,24,114,-1.2,8.6,17.5,-999.9,1.8,20.1,6.5,330,1987-04-24,0,35.6,291.8,1022,0,0,0
9970,SUMMERSIDE_A,1987,4,25,115,-1,8.8,17.6,-999.9,0,14.7,4.7,330,1987-04-25,0,35.6,291.8,1039.6,0,0,0
9971,SUMMERSIDE_A,1987,4,26,116,-2.2,5,15.2,-999.9,0,18.7,3.7,330,1987-04-26,0,35.6,291.8,1054.8,0,0,0
9972,SUMMERSIDE_A,1987,4,27,117,-3.4,5.5,17,-999.9,0,15.3,4,330,1987-04-27,0,35.6,291.8,1071.8,0,0,0
9973,SUMMERSIDE_A,1987,4,28,118,-3.2,9.5,20.4,-999.9,0,21.6,4.5,330,1987-04-28,0,35.6,291.8,1092.2,0,0,0
9974,SUMMERSIDE_A,1987,4,29,119,0.2,9.1,17.2,-999.9,16,29.1,7.4,330,1987-04-29,0,35.6,307.8,1109.4,0,0,0
9975,SUMMERSIDE_A,1987,4,30,120,2,7.6,13.7,-999.9,3.8,21.9,7.5,330,1987-04-30,0,35.6,311.6,1123.1,0,0,0
9976,SUMMERSIDE_A,1987,5,1,121,-1.5,9.3,19.2,-999.9,0,28.8,4.6,330,1987-05-01,0,35.6,311.6,1142.3,0,0,19.2
9977,SUMMERSIDE_A,1987,5,2,122,-1.7,12.9,22.4,-999.9,0,19.9,4.3,330,1987-05-02,0.6,36.2,311.6,1164.7,0.6,0,41.6
9978,SUMMERSIDE_A,1987,5,3,123,0.4,9.4,17.7,-999.9,2.2,17.4,6.1,330,1987-05-03,0,36.2,313.8,1182.4,0.6,2.2,59.3
9979,SUMMERSIDE_A,1987,5,4,124,0,9,17.8,-999.9,0,13.3,5.1,330,1987-05-04,0,36.2,313.8,1200.2,0.6,2.2,77.1
9980,SUMMERSIDE_A,1987,5,5,125,0.2,10.4,19,-999.9,0.6,12.2,5.8,330,1987-05-05,0.3,36.5,314.4,1219.2,0.9,2.8,96.1
9981,SUMMERSIDE_A,1987,5,6,126,5.2,19.2,22.4,-999.9,0,18.5,12.6,330,1987-05-06,7.2,43.7,314.4,1241.6,8.1,2.8,118.5
9982,SUMMERSIDE_A,1987,5,7,127,4.7,14.5,18.9,-999.9,1,29.8,10,330,1987-05-07,4.6,48.3,315.4,1260.5,12.7,3.8,137.4
9983,SUMMERSIDE_A,1987,5,8,128,3.7,11.7,17.1,-999.9,0,14.2,5.4,330,1987-05-08,2.7,51,315.4,1277.6,15.4,3.8,154.5
9984,SUMMERSIDE_A,1987,5,9,129,3.5,18.2,23.3,-999.9,0,21.6,7.2,330,1987-05-09,5.85,56.85,315.4,1300.9,21.25,3.8,177.8
9985,SUMMERSIDE_A,1987,5,10,130,3.7,22.5,26.5,-999.9,0,26.4,8.2,330,1987-05-10,8.1,64.95,315.4,1327.4,29.35,3.8,204.3
9986,SUMMERSIDE_A,1987,5,11,131,4,13.4,18.8,-999.9,0.8,16.7,6.1,330,1987-05-11,3.7,68.65,316.2,1346.2,33.05,4.6,223.1
9987,SUMMERSIDE_A,1987,5,12,132,5.8,19.3,22.7,-999.9,7.2,26.7,10.5,330,1987-05-12,7.55,76.2,323.4,1368.9,40.6,11.8,245.8
9988,SUMMERSIDE_A,1987,5,13,133,3.8,15.1,20.8,-999.9,0,23.4,5.8,330,1987-05-13,4.45,80.65,323.4,1389.7,45.05,11.8,266.6
9989,SUMMERSIDE_A,1987,5,14,134,4.6,16.5,21.5,-999.9,0,34,5.8,330,1987-05-14,5.55,86.2,323.4,1411.2,50.6,11.8,288.1
9990,SUMMERSIDE_A,1987,5,15,135,4,16.3,21.9,-999.9,7.8,28.6,8.9,330,1987-05-15,5.15,91.35,331.2,1433.1,55.75,19.6,310
9991,SUMMERSIDE_A,1987,5,16,136,3.6,7.4,12.2,-999.9,0.4,25,6.8,330,1987-05-16,0.5,91.85,331.6,1445.3,56.25,20,322.2
9992,SUMMERSIDE_A,1987,5,17,137,4.3,18.1,23.4,-999.9,0.2,19.9,9.2,330,1987-05-17,6.2,98.05,331.8,1468.7,62.45,20.2,345.6
9993,SUMMERSIDE_A,1987,5,18,138,1.5,6.8,14.5,-999.9,0,17.7,6,330,1987-05-18,0,98.05,331.8,1483.2,62.45,20.2,360.1
9994,SUMMERSIDE_A,1987,5,19,139,0.4,9.6,19.2,-999.9,0,16.5,5.9,330,1987-05-19,0,98.05,331.8,1502.4,62.45,20.2,379.3
9995,SUMMERSIDE_A,1987,5,20,140,0,17.9,26.9,-999.9,0,16.6,5.6,330,1987-05-20,3.95,102,331.8,1529.3,66.4,20.2,406.2
9996,SUMMERSIDE_A,1987,5,21,141,5.4,18.9,23.4,-999.9,0,28.9,8.4,330,1987-05-21,7.15,109.15,331.8,1552.7,73.55,20.2,429.6
9997,SUMMERSIDE_A,1987,5,22,142,5.5,20.7,25,-999.9,1.4,27.5,12.2,330,1987-05-22,8.1,117.25,333.2,1577.7,81.65,21.6,454.6
9998,SUMMERSIDE_A,1987,5,23,143,4.8,8.7,12.7,-999.9,2.4,22.5,6.5,330,1987-05-23,1.75,119,335.6,1590.4,83.4,24,467.3
9999,SUMMERSIDE_A,1987,5,24,144,4.7,12.1,17.5,-999.9,0,8.1,6.3,330,1987-05-24,3.4,122.4,335.6,1607.9,86.8,24,484.8
10000,SUMMERSIDE_A,1987,5,25,145,7,17.8,21.2,-999.9,0,14.8,8.1,330,1987-05-25,7.4,129.8,335.6,1629.1,94.2,24,506
10001,SUMMERSIDE_A,1987,5,26,146,3.5,13.8,20.8,-999.9,0,20.6,8.6,330,1987-05-26,3.65,133.45,335.6,1649.9,97.85,24,526.8
10002,SUMMERSIDE_A,1987,5,27,147,2.7,19.6,26.7,-999.9,0,20.5,8.3,330,1987-05-27,6.15,139.6,335.6,1676.6,104,24,553.5
10003,SUMMERSIDE_A,1987,5,28,148,7.5,17.2,20.3,-999.9,5.4,20.6,11.9,330,1987-05-28,7.35,146.95,341,1696.9,111.35,29.4,573.8
10004,SUMMERSIDE_A,1987,5,29,149,9.1,16.8,18.1,-999.9,0,16.6,13,330,1987-05-29,7.95,154.9,341,1715,119.3,29.4,591.9
10005,SUMMERSIDE_A,1987,5,30,150,8.1,15.6,17.9,-999.9,0.8,14.3,11.7,330,1987-05-30,6.85,161.75,341.8,1732.9,126.15,30.2,609.8
10006,SUMMERSIDE_A,1987,5,31,151,10,19.7,20.4,-999.9,1,18.4,15.1,330,1987-05-31,9.85,171.6,342.8,1753.3,136,31.2,630.2
10007,SUMMERSIDE_A,1987,6,1,152,5.6,17.1,22.3,-999.9,1,13.5,12.4,330,1987-06-01,6.35,177.95,343.8,1775.6,142.35,32.2,652.5
10008,SUMMERSIDE_A,1987,6,2,153,4.8,15.4,21.4,-999.9,0,14.3,9.1,330,1987-06-02,5.1,183.05,343.8,1797,147.45,32.2,673.9
10009,SUMMERSIDE_A,1987,6,3,154,6.1,18.9,23.6,-999.9,0,13.1,8.5,330,1987-06-03,7.5,190.55,343.8,1820.6,154.95,32.2,697.5
10010,SUMMERSIDE_A,1987,6,4,155,8.6,20.3,22.6,-999.9,0,22.6,9.9,330,1987-06-04,9.45,200,343.8,1843.2,164.4,32.2,720.1
10011,SUMMERSIDE_A,1987,6,5,156,10,13.7,12.7,-999.9,2.2,20.2,11.2,330,1987-06-05,6.85,206.85,346,1855.9,171.25,34.4,732.8
10012,SUMMERSIDE_A,1987,6,6,157,8.5,12.7,13.6,-999.9,22.4,17.4,12.2,330,1987-06-06,5.6,212.45,368.4,1869.5,176.85,56.8,746.4
10013,SUMMERSIDE_A,1987,6,7,158,8.4,18,20.6,-999.9,4.6,18,12,330,1987-06-07,8.2,220.65,373,1890.1,185.05,61.4,767
10014,SUMMERSIDE_A,1987,6,8,159,8,21.5,24.4,-999.9,0.2,13.1,12.1,330,1987-06-08,9.75,230.4,373.2,1914.5,194.8,61.6,791.4
10015,SUMMERSIDE_A,1987,6,9,160,9.4,14.4,14.9,-999.9,16.8,19.3,12.1,330,1987-06-09,6.9,237.3,390,1929.4,201.7,78.4,806.3
10016,SUMMERSIDE_A,1987,6,10,161,7.7,13.2,15.6,-999.9,11,20,11.2,330,1987-06-10,5.45,242.75,401,1945,207.15,89.4,821.9
10017,SUMMERSIDE_A,1987,6,11,162,9.3,20.1,21.9,-999.9,2,17.4,11.9,330,1987-06-11,9.7,252.45,403,1966.9,216.85,91.4,843.8
10018,SUMMERSIDE_A,1987,6,12,163,11,16.8,16.1,-999.9,17.2,25.7,13.7,330,1987-06-12,8.9,261.35,420.2,1983,225.75,108.6,859.9
10019,SUMMERSIDE_A,1987,6,13,164,11,19,18.9,-999.9,0.4,16.3,13.2,330,1987-06-13,10,271.35,420.6,2001.9,235.75,109,878.8
10020,SUMMERSIDE_A,1987,6,14,165,10.1,18.5,19.4,-999.9,1.2,20.9,12.1,330,1987-06-14,9.3,280.65,421.8,2021.3,245.05,110.2,898.2
10021,SUMMERSIDE_A,1987,6,15,166,10.3,23.1,23.9,-999.9,11.4,23.5,14.7,330,1987-06-15,11.7,292.35,433.2,2045.2,256.75,121.6,922.1
10022,SUMMERSIDE_A,1987,6,16,167,10.9,20.2,20.4,-999.9,0,20,10.3,330,1987-06-16,10.55,302.9,433.2,2065.6,267.3,121.6,942.5
10023,SUMMERSIDE_A,1987,6,17,168,8.7,16.1,18.2,-999.9,0,13.1,10.1,330,1987-06-17,7.4,310.3,433.2,2083.8,274.7,121.6,960.7
10024,SUMMERSIDE_A,1987,6,18,169,8,16.7,19.8,-999.9,0,12,9.3,330,1987-06-18,7.35,317.65,433.2,2103.6,282.05,121.6,980.5
10025,SUMMERSIDE_A,1987,6,19,170,10.5,22.6,23.3,-999.9,0.4,21.9,14,330,1987-06-19,11.55,329.2,433.6,2126.9,293.6,122,1003.8
10026,SUMMERSIDE_A,1987,6,20,171,8.2,18.8,21.8,-999.9,0,17.3,10.4,330,1987-06-20,8.5,337.7,433.6,2148.7,302.1,122,1025.6
10027,SUMMERSIDE_A,1987,6,21,172,8.9,23.8,25.9,-999.9,0,14.2,10.8,330,1987-06-21,11.35,349.05,433.6,2174.6,313.45,122,1051.5
10028,SUMMERSIDE_A,1987,6,22,173,11.9,19.4,18.4,-999.9,0,14.3,13.4,330,1987-06-22,10.65,359.7,433.6,2193,324.1,122,1069.9
10029,SUMMERSIDE_A,1987,6,23,174,11.8,19.9,19.1,-999.9,0,9,13.5,330,1987-06-23,10.85,370.55,433.6,2212.1,334.95,122,1089
10030,SUMMERSIDE_A,1987,6,24,175,11.6,21.8,21.4,-999.9,34.4,17.9,15.6,330,1987-06-24,11.7,382.25,468,2233.5,346.65,156.4,1110.4
10031,SUMMERSIDE_A,1987,6,25,176,9.8,15.6,16.1,-999.9,0,21.6,10.7,330,1987-06-25,7.7,389.95,468,2249.6,354.35,156.4,1126.5
10032,SUMMERSIDE_A,1987,6,26,177,9.5,17.6,19,-999.9,0.6,13.1,11.9,330,1987-06-26,8.55,398.5,468.6,2268.6,362.9,157,1145.5
10033,SUMMERSIDE_A,1987,6,27,178,12.3,22.3,21.1,-999.9,0,21.9,13.1,330,1987-06-27,12.3,410.8,468.6,2289.7,375.2,157,1166.6
10034,SUMMERSIDE_A,1987,6,28,179,13,22.9,21,-999.9,4.6,28.7,17.7,330,1987-06-28,12.95,423.75,473.2,2310.7,388.15,161.6,1187.6
10035,SUMMERSIDE_A,1987,6,29,180,12.2,23.4,22.3,-999.9,0,22.5,15.1,330,1987-06-29,12.8,436.55,473.2,2333,400.95,161.6,1209.9
10036,SUMMERSIDE_A,1987,6,30,181,14.4,20.4,16.3,-999.9,0,28.8,16,330,1987-06-30,12.4,448.95,473.2,2349.3,413.35,161.6,1226.2
10037,SUMMERSIDE_A,1987,7,1,182,13.8,23.4,20.6,-999.9,0,20.9,13.9,330,1987-07-01,13.6,462.55,473.2,2369.9,426.95,161.6,1246.8
10038,SUMMERSIDE_A,1987,7,2,183,12.7,19.7,17.6,-999.9,0,15.2,13.5,330,1987-07-02,11.2,473.75,473.2,2387.5,438.15,161.6,1264.4
10039,SUMMERSIDE_A,1987,7,3,184,13.3,24.2,21.9,-999.9,0,14.7,14.6,330,1987-07-03,13.75,487.5,473.2,2409.4,451.9,161.6,1286.3
10040,SUMMERSIDE_A,1987,7,4,185,14.3,18.6,13.8,-999.9,0,14.6,15.4,330,1987-07-04,11.45,498.95,473.2,2423.2,463.35,161.6,1300.1
10041,SUMMERSIDE_A,1987,7,5,186,9.6,17.6,18.7,-999.9,0,17.4,13.7,330,1987-07-05,8.6,507.55,473.2,2441.9,471.95,161.6,1318.8
10042,SUMMERSIDE_A,1987,7,6,187,9.5,24.3,25.4,-999.9,0,11.8,13.5,330,1987-07-06,11.9,519.45,473.2,2467.3,483.85,161.6,1344.2
10043,SUMMERSIDE_A,1987,7,7,188,14.3,25.1,21.7,-999.9,0,23.2,16.6,330,1987-07-07,14.7,534.15,473.2,2489,498.55,161.6,1365.9
10044,SUMMERSIDE_A,1987,7,8,189,14.2,26.7,23.3,-999.9,0,21.6,16.5,330,1987-07-08,15.45,549.6,473.2,2512.3,514,161.6,1389.2
10045,SUMMERSIDE_A,1987,7,9,190,14.8,23.9,19.8,-999.9,0,23.4,18.3,330,1987-07-09,14.35,563.95,473.2,2532.1,528.35,161.6,1409
10046,SUMMERSIDE_A,1987,7,10,191,16.8,26.8,20.7,-999.9,0,12.5,22.6,330,1987-07-10,16.8,580.75,473.2,2552.8,545.15,161.6,1429.7
10047,SUMMERSIDE_A,1987,7,11,192,17.3,26.3,19.6,-999.9,0,18.9,22,330,1987-07-11,16.8,597.55,473.2,2572.4,561.95,161.6,1449.3
10048,SUMMERSIDE_A,1987,7,12,193,16.8,26.1,19.9,-999.9,0,20.7,21.5,330,1987-07-12,16.45,614,473.2,2592.3,578.4,161.6,1469.2
10049,SUMMERSIDE_A,1987,7,13,194,16.4,27.5,21.7,-999.9,0,25.7,22,330,1987-07-13,16.95,630.95,473.2,2614,595.35,161.6,1490.9
10050,SUMMERSIDE_A,1987,7,14,195,18.8,29.8,21.6,-999.9,0,24.7,24.8,330,1987-07-14,19.3,650.25,473.2,2635.6,614.65,161.6,1512.5
10051,SUMMERSIDE_A,1987,7,15,196,15.5,25.8,20.8,-999.9,4.8,18.8,21.2,330,1987-07-15,15.65,665.9,478,2656.4,630.3,166.4,1533.3
10052,SUMMERSIDE_A,1987,7,16,197,12.9,22.6,20.1,-999.9,0,11.9,12.3,330,1987-07-16,12.75,678.65,478,2676.5,643.05,166.4,1553.4
10053,SUMMERSIDE_A,1987,7,17,198,12.9,24.5,21.9,-999.9,0,11.5,11.7,330,1987-07-17,13.7,692.35,478,2698.4,656.75,166.4,1575.3
10054,SUMMERSIDE_A,1987,7,18,199,15.5,29.4,24,-999.9,0,20.2,16.6,330,1987-07-18,17.45,709.8,478,2722.4,674.2,166.4,1599.3
10055,SUMMERSIDE_A,1987,7,19,200,14.2,22.1,18,-999.9,0,12.7,11.9,330,1987-07-19,13.15,722.95,478,2740.4,687.35,166.4,1617.3
10056,SUMMERSIDE_A,1987,7,20,201,13.4,26.7,23.3,-999.9,0,11.8,13.5,330,1987-07-20,15.05,738,478,2763.7,702.4,166.4,1640.6
10057,SUMMERSIDE_A,1987,7,21,202,14.4,25.2,20.9,-999.9,0.2,10,15.7,330,1987-07-21,14.8,752.8,478.2,2784.6,717.2,166.6,1661.5
10058,SUMMERSIDE_A,1987,7,22,203,15.3,19.2,12.5,-999.9,1.6,10.8,17.1,330,1987-07-22,12.25,765.05,479.8,2797.1,729.45,168.2,1674
10059,SUMMERSIDE_A,1987,7,23,204,14.8,23.1,18.2,-999.9,0,7.7,18.3,330,1987-07-23,13.95,779,479.8,2815.3,743.4,168.2,1692.2
10060,SUMMERSIDE_A,1987,7,24,205,16.5,24.4,17.7,-999.9,8.5,26.2,20,330,1987-07-24,15.45,794.45,488.3,2833,758.85,176.7,1709.9
10061,SUMMERSIDE_A,1987,7,25,206,17.6,26.4,18.6,-999.9,0,14.3,22.2,330,1987-07-25,17,811.45,488.3,2851.6,775.85,176.7,1728.5
10062,SUMMERSIDE_A,1987,7,26,207,16.1,24.7,18.3,-999.9,1.6,21.6,20.4,330,1987-07-26,15.4,826.85,489.9,2869.9,791.25,178.3,1746.8
10063,SUMMERSIDE_A,1987,7,27,208,13.2,22.5,19,-999.9,1.2,26.2,13.8,330,1987-07-27,12.85,839.7,491.1,2888.9,804.1,179.5,1765.8
10064,SUMMERSIDE_A,1987,7,28,209,10.7,22.5,21.3,-999.9,0,20.8,11.6,330,1987-07-28,11.6,851.3,491.1,2910.2,815.7,179.5,1787.1
10065,SUMMERSIDE_A,1987,7,29,210,11.2,22.8,21,-999.9,0,11.4,12.7,330,1987-07-29,12,863.3,491.1,2931.2,827.7,179.5,1808.1
10066,SUMMERSIDE_A,1987,7,30,211,13.4,23.4,19.4,-999.9,0.8,12.9,13.5,330,1987-07-30,13.4,876.7,491.9,2950.6,841.1,180.3,1827.5
10067,SUMMERSIDE_A,1987,7,31,212,12.5,22.1,19,-999.9,0.4,13.8,13.5,330,1987-07-31,12.3,889,492.3,2969.6,853.4,180.7,1846.5
10068,SUMMERSIDE_A,1987,8,1,213,10.8,19.6,18.1,-999.9,0,13.6,12.6,330,1987-08-01,10.2,899.2,492.3,2987.7,863.6,180.7,1864.6
10069,SUMMERSIDE_A,1987,8,2,214,12.6,18.6,14.8,-999.9,0,15.2,13.7,330,1987-08-02,10.6,909.8,492.3,3002.5,874.2,180.7,1879.4
10070,SUMMERSIDE_A,1987,8,3,215,13.2,23,18.9,-999.9,8.8,19,16.5,330,1987-08-03,13.1,922.9,501.1,3021.4,887.3,189.5,1898.3
10071,SUMMERSIDE_A,1987,8,4,216,14.8,25.4,19.5,-999.9,1,15,19.4,330,1987-08-04,15.1,938,502.1,3040.9,902.4,190.5,1917.8
10072,SUMMERSIDE_A,1987,8,5,217,14,21.9,16.8,-999.9,0,18.5,14.1,330,1987-08-05,12.95,950.95,502.1,3057.7,915.35,190.5,1934.6
10073,SUMMERSIDE_A,1987,8,6,218,11.2,20,17.6,-999.9,0,9.3,11.2,330,1987-08-06,10.6,961.55,502.1,3075.3,925.95,190.5,1952.2
10074,SUMMERSIDE_A,1987,8,7,219,11.4,24.1,21.1,-999.9,0,11.1,12.2,330,1987-08-07,12.75,974.3,502.1,3096.4,938.7,190.5,1973.3
10075,SUMMERSIDE_A,1987,8,8,220,14,23.2,17.8,-999.9,0,17.9,14.7,330,1987-08-08,13.6,987.9,502.1,3114.2,952.3,190.5,1991.1
10076,SUMMERSIDE_A,1987,8,9,221,16,23.5,16,-999.9,0.6,13.6,18.6,330,1987-08-09,14.75,1002.65,502.7,3130.2,967.05,191.1,2007.1
